stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
17419,47323,שדרות בגין/השחף, רחוב:שדרות מנחם בגין 49 עיר: חדרה רציף:   קומה:  ,32.443986,34.889154,0,,6500
17420,47324,שדרות בגין/שפירא, רחוב:שדרות מנחם בגין 39 עיר: חדרה רציף:   קומה:  ,32.444090,34.887436,0,,6500
17421,47325,שדרות בגין/היסעור, רחוב:שדרות מנחם בגין  עיר: חדרה רציף:   קומה:  ,32.443728,34.890246,0,,6500
17422,47326,שדרות בגין/הראשונים, רחוב:שדרות מנחם בגין  עיר: חדרה רציף:   קומה:  ,32.443875,34.887436,0,,6500
17424,47328,קופת חולים/עין עירון, רחוב:אל המעיין  עיר: עין עירון רציף:   קומה:  ,32.482309,35.006485,0,,223
17425,47329,ת. רכבת חוצות המפרץ, רחוב:  עיר: חיפה רציף:   קומה:  ,32.808641,35.055044,0,,4000
17426,47330,בר אילן/מרבד הקסמים, רחוב:בר אילן 26 עיר: חדרה רציף:   קומה:  ,32.452696,34.900756,0,,6500
17427,47331,בר אילן/עולי הגרדום, רחוב:בר אילן 17 עיר: חדרה רציף:   קומה:  ,32.451396,34.901313,0,,6500
17428,47332,בר אילן/ההרדוף, רחוב:בר אילן 5 עיר: חדרה רציף:   קומה:  ,32.449092,34.902294,0,,6500
17429,47333,בי''ס קציר/שדרות האמירים, רחוב:שדרות האמירים  עיר: קציר רציף:   קומה:  ,32.488950,35.100356,0,,1243
17431,47335,מר. קריות איסוף, רחוב:  עיר: קרית מוצקין רציף:   קומה:  ,32.859366,35.089966,0,,8200
17433,47337,חטיבת הנח''ל/נהלל, רחוב:חטיבת הנח''ל 12 עיר: חדרה רציף:   קומה:  ,32.431376,34.932856,0,,6500
17434,47338,פיינברג/השיטה, רחוב:פיינברג 28 עיר: חדרה רציף:   קומה:  ,32.427977,34.919049,0,,6500
17436,47340,גאולים/כנפי נשרים, רחוב:גאולים 20 עיר: זכרון יעקב רציף:   קומה:  ,32.559623,34.965323,0,,9300
17437,47341,בי''ס יצחק רבין/ברקת, רחוב:ברקת 2 עיר: פרדס חנה כרכור רציף:   קומה:  ,32.466455,34.981109,0,,7800
17438,47342,המלך שלמה/המלך שאול, רחוב:המלך שלמה 23 עיר: חיפה רציף:   קומה:  ,32.807377,34.962806,0,,4000
17439,47343,חטיבת גולני/אל מיערי, רחוב:דרך חטיבת גולני 17 עיר: חיפה רציף:   קומה:  ,32.805704,35.008863,0,,4000
17440,47344,מגורשי ספרד/מסילת ישרים, רחוב:מגורשי ספרד  עיר: חיפה רציף:   קומה:  ,32.797392,34.966987,0,,4000
17441,47345,אחוזה/נעורים, רחוב:אחוזה 76 עיר: פרדס חנה כרכור רציף:   קומה:  ,32.472161,34.997664,0,,7800
17442,47346,רזיאל/המוכתר צבי, רחוב:דוד רזיאל 59 עיר: חיפה רציף:   קומה:  ,32.799072,35.012009,0,,4000
17443,47347,בית עלמין/שער הדס, רחוב:מגורשי ספרד  עיר: חיפה רציף:   קומה:  ,32.800610,34.967316,0,,4000
17444,47348,בית עלמין/שער הדס, רחוב:מגורשי ספרד  עיר: חיפה רציף:   קומה:  ,32.800711,34.967428,0,,4000
17445,47349,הפרדס/כביש 9, רחוב:יקותיאל אדם  עיר: חדרה רציף:   קומה:  ,32.423647,34.944250,0,,6500
17446,47350,חטיבת הנח''ל/חברת עזרא, רחוב:חטיבת הנח''ל 2 עיר: חדרה רציף:   קומה:  ,32.432447,34.927685,0,,6500
17447,47351,חטיבת גולני/ניצנים, רחוב:חטיבת גולני 57 עיר: חדרה רציף:   קומה:  ,32.432540,34.942197,0,,6500
17448,47352,ששת הימים/קרן היסוד, רחוב:ששת הימים 1 עיר: נשר רציף:   קומה:  ,32.769333,35.044188,0,,2500
17449,47353,השושנים/חיפה, רחוב:קיבוץ גלויות 54 עיר: חדרה רציף:   קומה:  ,32.418408,34.954580,0,,6500
17451,47355,חבצלת/שדרות קק''ל, רחוב:חבצלת  עיר: פרדס חנה כרכור רציף:   קומה:  ,32.465093,34.976954,0,,7800
17452,47356,הארי השואג/נתן שפריצר, רחוב:הארי השואג 30 עיר: קרית אתא רציף:   קומה:  ,32.813874,35.125653,0,,6800
17454,47358,דנינו /יוסף לוי מגדל אור, רחוב:מגדל אור  עיר: חיפה רציף:   קומה:  ,32.815092,35.065232,0,,4000
17455,47359,יוסף לוי/דנינו מגדל אור, רחוב:יוסף לוי 24 עיר: חיפה רציף:   קומה:  ,32.815104,35.065710,0,,4000
17456,47360,ת. רכבת קרית מוצקין, רחוב:בר אילן 29 עיר: חיפה רציף:   קומה:  ,32.833387,35.069672,0,,4000
17457,47361,יוסף לוי /חרושת, רחוב:יוסף לוי 37 עיר: קרית ביאליק רציף:   קומה:  ,32.872262,35.097580,0,,9500
17458,47362,יוסף לוי/חרושת, רחוב:יוסף לוי 48 עיר: קרית ביאליק רציף:   קומה:  ,32.872135,35.097671,0,,9500
17459,47363,משה דיין, רחוב:משה דיין 8 עיר: חדרה רציף:   קומה:  ,32.443500,34.909453,0,,6500
17460,47364,בר אילן/מרבד הקסמים, רחוב:בר אילן 20 עיר: חדרה רציף:   קומה:  ,32.451958,34.901176,0,,6500
17461,47365,החשמונאים/עזרא, רחוב:חשמונאים 54 עיר: פרדס חנה כרכור רציף:   קומה:  ,32.472451,34.958898,0,,7800
17462,47366,בית ספר אורט, רחוב:  עיר: בנימינה גבעת עדה רציף:   קומה:  ,32.547608,34.954939,0,,9800
17463,47367,צה''ל/אופקים, רחוב:צה''ל  עיר: נשר רציף:   קומה:  ,32.773266,35.032641,0,,2500
17464,47368,צה''ל/עמוס, רחוב:צה''ל  עיר: נשר רציף:   קומה:  ,32.774241,35.030696,0,,2500
17465,47369,השיטה/בית ספר רמות יצחק, רחוב:השיטה  עיר: נשר רציף:   קומה:  ,32.766301,35.039297,0,,2500
17466,47370,סחלב א, רחוב:סחלב 10 עיר: חיפה רציף:   קומה:  ,32.778480,35.003776,0,,4000
17467,47371,הרב עוזיאל/הגפן, רחוב:הרב עוזיאל 7 עיר: רכסים רציף:   קומה:  ,32.747917,35.098060,0,,922
17468,47372,מינץ/הרצוג, רחוב:הרב מינץ 5 עיר: קרית אתא רציף:   קומה:  ,32.809005,35.130165,0,,6800
17471,47375,בי''ס שילה/מבצע עזרא, רחוב:מבצע עזרא 16 עיר: חדרה רציף:   קומה:  ,32.436121,34.885023,0,,6500
17472,47376,שבי ציון/כנפי נשרים, רחוב:שבי ציון  עיר: זכרון יעקב רציף:   קומה:  ,32.560939,34.963708,0,,9300
17473,47377,העצמאות/כ''ט בנובמבר, רחוב:העצמאות  עיר: חדרה רציף:   קומה:  ,32.429261,34.944785,0,,6500
17474,47378,השיטה/החרוב, רחוב:השיטה  עיר: נשר רציף:   קומה:  ,32.766527,35.039381,0,,2500
17475,47379,החרוב/האשל, רחוב:  עיר: נשר רציף:   קומה:  ,32.768555,35.027382,0,,2500
17476,47380,הארי השואג/שפיצר, רחוב:הארי השואג 29 עיר: קרית אתא רציף:   קומה:  ,32.813999,35.125555,0,,6800
17477,47381,ת. מרכזית חדרה, רחוב:מלחמת ששת הימים  עיר: חדרה רציף:   קומה:  ,32.435391,34.914367,0,,6500
17479,47383,חלוצים/דרך פיק''א, רחוב:חלוצים 11 עיר: פרדס חנה כרכור רציף:   קומה:  ,32.465860,34.968887,0,,7800
17480,47384,המגינים/בר אילן, רחוב:המגינים 5 עיר: חדרה רציף:   קומה:  ,32.449098,34.903509,0,,6500
17481,47385,המגינים/בר אילן, רחוב:המגינים 6 עיר: חדרה רציף:   קומה:  ,32.448983,34.903445,0,,6500
17482,47386,חוף הכרמל/אוסקר כהן, רחוב:חוף הכרמל 13 עיר: חדרה רציף:   קומה:  ,32.450726,34.906375,0,,6500
17484,47388,צומת משמר הגבול, רחוב:574  עיר: מנשה רציף:   קומה:  ,32.480440,35.024963,0,,12470
17485,47389,התמר/האלון, רחוב:התמר 43 עיר: נשר רציף:   קומה:  ,32.770585,35.028034,0,,2500
17486,47390,הכרם/קיבוץ גלויות, רחוב:הכרם  עיר: זכרון יעקב רציף:   קומה:  ,32.560376,34.960952,0,,9300
17487,47391,הרקפות/דרך שרה, רחוב:הרקפות 3 עיר: רכסים רציף:   קומה:  ,32.752853,35.102447,0,,922
17488,47392,גרנד קניון/שמחה גולן, רחוב:דרך שמחה גולן 54 עיר: חיפה רציף:   קומה:  ,32.789334,35.008850,0,,4000
17489,47393,יגאל ידין/יעקב דורי, רחוב:יגאל ידין 6 עיר: חדרה רציף:   קומה:  ,32.440855,34.908947,0,,6500
17490,47394,ההדר/ער אציל, רחוב:ההדר 22 עיר: חדרה רציף:   קומה:  ,32.424168,34.922954,0,,6500
17493,47397,בית פיינברג/הגיבורים, רחוב:הגיבורים 30 עיר: חדרה רציף:   קומה:  ,32.431904,34.921459,0,,6500
17495,47399,הגפן/עבודת ישראל, רחוב:  עיר: כפר חסידים ב' רציף:   קומה:  ,32.749323,35.095436,0,,889
17496,47400,חברת עזרא/חטיבת גולני, רחוב:חברת עזרא 5 עיר: חדרה רציף:   קומה:  ,32.433966,34.927688,0,,6500
17499,47403,חניון נווה שאנן, רחוב:  עיר: חיפה רציף:   קומה:  ,32.781319,35.028269,0,,4000
17501,47405,רמת יוחנן, רחוב:  עיר: רמת יוחנן רציף:   קומה:  ,32.792433,35.122926,0,,178
17502,47406,הגיבורים/אצ''ל, רחוב:הגיבורים 126 עיר: חדרה רציף:   קומה:  ,32.445010,34.925571,0,,6500
17503,47407,ההסתדרות/צומת קרית אתא, רחוב:שדרות ההסתדרות  עיר: חיפה רציף:   קומה:  ,32.810759,35.070003,0,,4000
17505,47409,שדרות ההסתדרות/צומת הקריות, רחוב:שדרות ההסתדרות  עיר: חיפה רציף:   קומה:  ,32.789491,35.028864,0,,4000
17506,47410,אלנבי, רחוב:יציאה לשדרות ההגנה  עיר: חיפה רציף:   קומה:  ,32.830680,34.968449,0,,4000
17508,47412,יצחק רבין/ביאליק, רחוב:יצחק רבין 30 עיר: חדרה רציף:   קומה:  ,32.428606,34.923914,0,,6500
17509,47413,גוט לוין ג, רחוב:משה גוט לוין  עיר: חיפה רציף:   קומה:  ,32.787260,35.003788,0,,4000
17510,47414,הלוטם/הסביון, רחוב:הלוטם 1 עיר: נשר רציף:   קומה:  ,32.765450,35.044036,0,,2500
17511,47415,שפרינצק/נחל נעמן, רחוב:יוסף שפרינצק 35 עיר: קרית אתא רציף:   קומה:  ,32.799542,35.089964,0,,6800
17515,47419,בית עלמין תל רגב/יציאה, רחוב:  עיר: זבולון רציף:   קומה:  ,32.769175,35.123950,0,,1860
17517,47421,קופ''ח/דרך האלון, רחוב:דרך האלון 139 עיר: קציר רציף:   קומה:  ,32.484855,35.110001,0,,1243
17518,47422,דרך האלון/החרוב א, רחוב:דרך האלון 77 עיר: קציר רציף:   קומה:  ,32.481394,35.111680,0,,1243
17519,47423,דרך האלון/הזית, רחוב:דרך האלון 71 עיר: קציר רציף:   קומה:  ,32.480166,35.108898,0,,1243
17520,47424,דרך האלון/החרוב ב, רחוב:דרך האלון 37 עיר: קציר רציף:   קומה:  ,32.482481,35.106851,0,,1243
17521,47425,דרך האלון/ארז, רחוב:דרך האלון 11 עיר: קציר רציף:   קומה:  ,32.485131,35.108165,0,,1243
17522,47426,ככר קציר מזרח/כביש 6513, רחוב:6513  עיר: קציר רציף:   קומה:  ,32.486709,35.112210,0,,12214
17523,50000,שד. זלמן שז''ר/בלפור, רחוב:בלפור 120 עיר: נהריה רציף:   קומה:  ,32.990901,35.086816,0,,9100
17524,50001,צומת פוריה עילית, רחוב:השדרה  עיר: פוריה עילית רציף:   קומה:  ,32.737175,35.541267,0,,1313
17526,50003,בלפור/זלמן שז''ר, רחוב:בלפור 104 עיר: נהריה רציף:   קומה:  ,32.992573,35.087183,0,,9100
17527,50004,בלפור/זלמן שז''ר, רחוב:בלפור 109 עיר: נהריה רציף:   קומה:  ,32.992185,35.087202,0,,9100
17529,50006,זלמן שז''ר/בלפור, רחוב:שדרות זלמן שז''ר  עיר: נהריה רציף:   קומה:  ,32.990325,35.087357,0,,9100
17530,50007,בלפור, רחוב:בלפור 99 עיר: נהריה רציף:   קומה:  ,32.994047,35.087588,0,,9100
17531,50008,בלפור/הסייפן, רחוב:בלפור 89 עיר: נהריה רציף:   קומה:  ,32.995413,35.087867,0,,9100
17532,50009,זלמן שז''ר/הצלף, רחוב:שדרות זלמן שז''ר  עיר: נהריה רציף:   קומה:  ,32.989827,35.089163,0,,9100
17533,50010,תיכון, רחוב:754  עיר: ריינה רציף:   קומה:  ,32.726937,35.320430,0,,542
17534,50011,בלפור/איריס, רחוב:בלפור 77 עיר: נהריה רציף:   קומה:  ,32.996816,35.088177,0,,9100
17535,50012,בלפור/הסייפן, רחוב:בלפור 75 עיר: נהריה רציף:   קומה:  ,32.997342,35.088292,0,,9100
17536,50013,בלפור/הסייפן, רחוב:הסייפן 4 עיר: נהריה רציף:   קומה:  ,32.997568,35.088938,0,,9100
17537,50014,עטרה/יקינטון, רחוב:עטרה 14 עיר: נצרת עילית רציף:   קומה:  ,32.723878,35.335400,0,,1061
17538,50015,סחלב/לוטוס, רחוב:סחלב 29 עיר: נהריה רציף:   קומה:  ,32.990423,35.090807,0,,9100
17539,50016,זלמן שז''ר/הצלף, רחוב:שדרות זלמן שז''ר 16 עיר: נהריה רציף:   קומה:  ,32.990007,35.089241,0,,9100
17542,50020,סחלב/לוטוס, רחוב:סחלב  עיר: נהריה רציף:   קומה:  ,32.990635,35.090630,0,,9100
17543,50021,'עטרה א, רחוב:עטרה 13 עיר: נצרת עילית רציף:   קומה:  ,32.723821,35.334038,0,,1061
17544,50022,וייצמן/הסייפן, רחוב:וייצמן  עיר: נהריה רציף:   קומה:  ,32.997702,35.090528,0,,9100
17545,50023,וייצמן/הסייפן בי''ס גולדה, רחוב:וייצמן 117 עיר: נהריה רציף:   קומה:  ,32.997740,35.090747,0,,9100
17548,50026,שז''ר/סחלב, רחוב:שדרות זלמן שז''ר  עיר: נהריה רציף:   קומה:  ,32.989646,35.090957,0,,9100
17550,50028,סחלב/הרצל, רחוב:סחלב 6 עיר: נהריה רציף:   קומה:  ,32.994253,35.091421,0,,9100
17551,50029,סחלב/הרצל, רחוב:סחלב 3 עיר: נהריה רציף:   קומה:  ,32.994384,35.091682,0,,9100
17552,50030,אגמון/עטרה, רחוב:עטרה 1 עיר: נצרת עילית רציף:   קומה:  ,32.722088,35.334729,0,,1061
17553,50031,וייצמן/הנרייטה סאלד, רחוב:וייצמן 89 עיר: נהריה רציף:   קומה:  ,33.002618,35.091911,0,,9100
17555,50034,הנרייטה סולד/וייצמן, רחוב:וייצמן 86 עיר: נהריה רציף:   קומה:  ,33.003653,35.092037,0,,9100
17556,50035,שד. זלמן שז''ר/שקד, רחוב:שדרות זלמן שז''ר  עיר: נהריה רציף:   קומה:  ,32.989453,35.092150,0,,9100
17557,50036,בית עלמין, רחוב:שדרות מעלה יצחק  עיר: נצרת עילית רציף:   קומה:  ,32.712134,35.337007,0,,1061
17558,50037,הרצל/וייצמן, רחוב:הרצל 126 עיר: נהריה רציף:   קומה:  ,32.995394,35.092230,0,,9100
17559,50038,וייצמן/ישורון, רחוב:וייצמן 68 עיר: נהריה רציף:   קומה:  ,33.005876,35.092523,0,,9100
17560,50040,וייצמן/שדרות הגעתון, רחוב:וייצמן 65 עיר: נהריה רציף:   קומה:  ,33.006397,35.092759,0,,9100
17563,50048,צומת אעבלין מערב, רחוב:781  עיר: אעבלין רציף:   קומה:  ,32.827206,35.173198,0,,529
17564,50049,וייצמן/המייסדים, רחוב:וייצמן 44 עיר: נהריה רציף:   קומה:  ,33.009297,35.093318,0,,9100
17565,50050,הרצל/צבעוני, רחוב:הרצל 137 עיר: נהריה רציף:   קומה:  ,32.996582,35.093898,0,,9100
17566,50051,מסעף קיבוץ אפק, רחוב:79  עיר: מטה אשר רציף:   קומה:  ,32.838883,35.117660,0,,11741
17567,50053,צומת רגבה, רחוב:4  עיר: שבי ציון רציף:   קומה:  ,32.979144,35.093858,0,,13122
17568,50054,וייצמן/מקס שטיינמץ, רחוב:וייצמן 22 עיר: נהריה רציף:   קומה:  ,33.012223,35.093999,0,,9100
17569,50057,שד. זלמן שז''ר/אירית, רחוב:שדרות זלמן שז''ר 7 עיר: נהריה רציף:   קומה:  ,32.989197,35.093837,0,,9100
17570,50058,שד' זלמן שז''ר/אירית קניון צפון, רחוב:שדרות זלמן שז''ר  עיר: נהריה רציף:   קומה:  ,32.989332,35.094168,0,,9100
17571,50059,הרצל/צבעוני, רחוב:הרצל 112 עיר: נהריה רציף:   קומה:  ,32.998178,35.094327,0,,9100
17572,50060,צומת ביר אל מכסור, רחוב:79  עיר: ביר אל מכסור רציף:   קומה:  ,32.773661,35.213518,0,,11717
17573,50062,וייצמן/סילבר, רחוב:וייצמן 2 עיר: נהריה רציף:   קומה:  ,33.015658,35.094758,0,,9100
17574,50063,מסעף מזרעה / כביש 4, רחוב:4  עיר: שבי ציון רציף:   קומה:  ,32.982048,35.094421,0,,282
17575,50064,מסעף מזרעה, רחוב:4  עיר: מזרעה רציף:   קומה:  ,32.982757,35.094845,0,,517
17578,50072,הרצל/הפרטיזנים, רחוב:הרצל 105 עיר: נהריה רציף:   קומה:  ,33.001152,35.095078,0,,9100
17579,50074,הרצל/הפרטיזנים, רחוב:הרצל 94 עיר: נהריה רציף:   קומה:  ,33.001347,35.095012,0,,9100
17580,50075,צומת בית רימון, רחוב:77  עיר: כפר כנא רציף:   קומה:  ,32.761348,35.346866,0,,11826
17581,50076,מסעף עין שרה, רחוב:גדוד 21  עיר: נהריה רציף:   קומה:  ,32.988608,35.095308,0,,9100
17582,50077,ההגנה/דוד בן גאון, רחוב:ההגנה 46 עיר: נהריה רציף:   קומה:  ,33.026223,35.095957,0,,9100
17583,50078,צומת בית שערים, רחוב:75  עיר: עמק יזרעאל רציף:   קומה:  ,32.704571,35.180178,0,,11928
17586,50082,ההגנה/הרצל, רחוב:ההגנה 2 עיר: נהריה רציף:   קומה:  ,33.016488,35.096367,0,,9100
17588,50086,הרצל/מקס שטיינמץ, רחוב:הרצל 23 עיר: נהריה רציף:   קומה:  ,33.013344,35.096505,0,,9100
17589,50090,ההגנה/מסריק, רחוב:ההגנה 11 עיר: נהריה רציף:   קומה:  ,33.017640,35.096440,0,,9100
17590,50091,ההגנה/הגדוד העברי, רחוב:ההגנה 12 עיר: נהריה רציף:   קומה:  ,33.018414,35.096613,0,,9100
17591,50092,ההגנה/ארלוזורוב, רחוב:ההגנה  עיר: נהריה רציף:   קומה:  ,33.024411,35.096779,0,,9100
17592,50093,ת. מרכזית נהריה/רציפים, רחוב:יאנוש קורצ'אק  עיר: נהריה רציף:   קומה:  ,33.005504,35.097344,1,,9100
17594,50096,המייסדים/הרצל, רחוב:הרצל 52 עיר: נהריה רציף:   קומה:  ,33.008387,35.096613,0,,9100
17595,50099,המייסדים/הרצל, רחוב:הרצל 47 עיר: נהריה רציף:   קומה:  ,33.009777,35.096852,0,,9100
17596,50101,דוד בן גאון/בורוכוב, רחוב:דוד בן גאון 36 עיר: נהריה רציף:   קומה:  ,33.027105,35.096973,0,,9100
17599,50106,דוד בן גאון/בורוכוב, רחוב:דוד בן גאון 27 עיר: נהריה רציף:   קומה:  ,33.026965,35.097237,0,,9100
17600,50107,צומת יובלים, רחוב:805/784  עיר: משגב רציף:   קומה:  ,32.862670,35.267757,0,,11652
17601,50108,מסעף משגב, רחוב:784  עיר: משגב רציף:   קומה:  ,32.859594,35.263741,0,,11766
17602,50109,ההגנה/הדליה, רחוב:ההגנה 34 עיר: נהריה רציף:   קומה:  ,33.022026,35.097220,0,,9100
17604,50111,ההגנה/שביל הארז, רחוב:ההגנה 37 עיר: נהריה רציף:   קומה:  ,33.023477,35.097119,0,,9100
17605,50112,צומת מצפה אביב, רחוב:781  עיר: טמרה רציף:   קומה:  ,32.834262,35.216350,0,,11798
17608,50119,גדוד /משה סנה, רחוב:גדוד 21  עיר: נהריה רציף:   קומה:  ,33.001607,35.098530,0,,9100
17610,50121,צומת נהריה, רחוב:שדרות הגעתון 4 עיר: נהריה רציף:   קומה:  ,33.006062,35.098376,0,,9100
17611,50123,אפרים שריר/איסי לה מולינו, רחוב:אפרים שריר 12 עיר: נהריה רציף:   קומה:  ,32.996656,35.098671,0,,9100
17612,50125,המייסדים/בר יהודה, רחוב:המייסדים 6 עיר: נהריה רציף:   קומה:  ,33.008952,35.098983,0,,9100
17613,50126,צומת נהריה, רחוב:גדוד 21  עיר: נהריה רציף:   קומה:  ,33.004910,35.099143,0,,9100
17614,50128,צומת נהריה, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.006416,35.099672,0,,9100
17615,50132,אפרים שריר/יפה נוף, רחוב:אפרים שריר 28 עיר: נהריה רציף:   קומה:  ,32.998942,35.099245,0,,9100
17616,50133,דוד בן גאון/יצחק שדה, רחוב:דוד בן גאון  עיר: נהריה רציף:   קומה:  ,33.026276,35.099896,0,,9100
17617,50134,דרך העצמאות/דרך יחיעם, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.008063,35.100027,0,,9100
17618,50135,העצמאות/המייסדים, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.010875,35.101085,0,,9100
17621,50140,יפה נוף/משה סנה, רחוב:יפה נוף 48 עיר: נהריה רציף:   קומה:  ,33.001181,35.100529,0,,9100
17623,50142,צומת נהריה, רחוב:שדרות הנשיא בן צבי  עיר: נהריה רציף:   קומה:  ,33.005560,35.100349,0,,9100
17624,50143,איסי לה מולינו/יפה נוף, רחוב:איסי לה מולינו 1 עיר: נהריה רציף:   קומה:  ,32.995004,35.100717,0,,9100
17627,50147,דוד בן גאון/קרן קיימת לישראל, רחוב:דוד בן גאון 15 עיר: נהריה רציף:   קומה:  ,33.026062,35.100619,0,,9100
17628,50148,דוד בן גאון/יצחק שדה, רחוב:דוד בן גאון 18 עיר: נהריה רציף:   קומה:  ,33.026154,35.100618,0,,9100
17629,50151,שד. הנשיא בן צבי/הגלעד, רחוב:שדרות הנשיא בן צבי 13 עיר: נהריה רציף:   קומה:  ,33.005523,35.101838,0,,9100
17630,50153,דוד בן גאון/קרן קיימת לישראל, רחוב:דוד בן גאון 11 עיר: נהריה רציף:   קומה:  ,33.025952,35.101664,0,,9100
17631,50155,המלך דוד/הרב הרצוג, רחוב:המלך דוד 25 עיר: נהריה רציף:   קומה:  ,32.996931,35.102107,0,,9100
17633,50157,שפרינצק/טיילת שפרינצק, רחוב:שפרינצק 19 עיר: נהריה רציף:   קומה:  ,33.003843,35.102359,0,,9100
17634,50158,בן צבי / גלעד, רחוב:שדרות הנשיא בן צבי 15 עיר: נהריה רציף:   קומה:  ,33.005176,35.103227,0,,9100
17635,50159,דרך העצמאות/דוד בן גאון, רחוב:דוד בן גאון 7 עיר: נהריה רציף:   קומה:  ,33.025844,35.102670,0,,9100
17636,50160,עזרא/יפה נוף, רחוב:עזרא 19 עיר: נהריה רציף:   קומה:  ,33.002608,35.102959,0,,9100
17637,50161,דייר חנא ה'/שיטור קהילתי, רחוב:  עיר: דייר חנא רציף:   קומה:  ,32.861741,35.366657,0,,492
17639,50163,צומת דיר חנא, רחוב:805  עיר: דייר חנא רציף:   קומה:  ,32.860706,35.374059,0,,11657
17640,50165,תחנה לבריאות המשפחה, רחוב:  עיר: דייר חנא רציף:   קומה:  ,32.862173,35.376410,0,,492
17643,50168,חוף אכזיב, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.053014,35.103075,0,,13107
17645,50170,בית ספר שדה אכזיב, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.055107,35.103105,0,,13105
17647,50172,העצמאות/מסריק, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.015395,35.103086,0,,9100
17648,50173,המלך שלמה/הרב קוק, רחוב:המלך שלמה 29 עיר: נהריה רציף:   קומה:  ,32.999940,35.103219,0,,9100
17649,50174,קיבוץ גלויות/נחמן סירקין, רחוב:קיבוץ גלויות 64 עיר: נהריה רציף:   קומה:  ,33.013562,35.105180,0,,9100
17650,50175,דרך העצמאות/טרומפלדור, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.018474,35.103579,0,,9100
17651,50176,העצמאות / מסריק, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.018206,35.103655,0,,9100
17652,50177,דייר חנא ד'/מרכז, רחוב:  עיר: דייר חנא רציף:   קומה:  ,32.861798,35.365626,0,,492
17653,50178,דרך העצמאות/דוד בן גאון, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.025082,35.103653,0,,9100
17654,50179,אכסניית הנוער יד ליד, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.056550,35.103576,0,,13104
17655,50180,מסעף סער, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.026668,35.103803,0,,9100
17656,50181,אכסניית הנוער יד ליד, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.057192,35.104097,0,,13102
17657,50182,אכסניית הנוער יד ליד, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.057038,35.103871,0,,13103
17661,50186,מסעף סער, רחוב:דרך העצמאות  עיר: נהריה רציף:   קומה:  ,33.027465,35.104136,0,,9100
17662,50187,שפרינצק/דרור, רחוב:שפרינצק  עיר: נהריה רציף:   קומה:  ,33.003380,35.104221,0,,9100
17663,50188,קיבוץ גלויות/הר תבור, רחוב:קיבוץ גלויות 69 עיר: נהריה רציף:   קומה:  ,33.014036,35.104473,0,,9100
17664,50189,מסעף אגמו-ורגוס, רחוב:4  עיר: נהריה רציף:   קומה:  ,33.032962,35.104279,0,,13119
17665,50190,מסעף אגמו-ורגוס, רחוב:4  עיר: נהריה רציף:   קומה:  ,33.032756,35.104381,0,,13120
17667,50192,צומת כפר מנדא, רחוב:784  עיר: כפר מנדא רציף:   קומה:  ,32.805455,35.253237,0,,11783
17668,50193,צומת קורנית / מנוף, רחוב:784  עיר: משגב רציף:   קומה:  ,32.839702,35.258439,0,,11769
17669,50194,טרומפלדור/מצדה, רחוב:טרומפלדור  עיר: נהריה רציף:   קומה:  ,33.019926,35.104932,0,,9100
17670,50195,כביש 4/היוצרים, רחוב:4  עיר: נהריה רציף:   קומה:  ,33.037184,35.105304,0,,13116
17671,50196,כביש 4/היוצרים, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.037739,35.105588,0,,13117
17672,50197,צומת עילוט, רחוב:79  עיר: עמק יזרעאל רציף:   קומה:  ,32.729545,35.276153,0,,11731
17673,50198,קיבוץ גלויות/ניל''י, רחוב:קיבוץ גלויות 50 עיר: נהריה רציף:   קומה:  ,33.011956,35.105390,0,,9100
17674,50199,קיבוץ גלויות/ביל''ו, רחוב:קיבוץ גלויות 45 עיר: נהריה רציף:   קומה:  ,33.011750,35.105253,0,,9100
17675,50200,מחלף הושעיה, רחוב:  עיר: עמק יזרעאל רציף:   קומה:  ,32.770002,35.292362,0,,11823
17679,50205,צומת גשר הזיו, רחוב:4  עיר: מטה אשר רציף:   קומה:  ,33.045648,35.105753,0,,13110
17681,50207,הנגב/עמק יזרעאל, רחוב:הנגב 1 עיר: נהריה רציף:   קומה:  ,33.006661,35.105976,0,,9100
17683,50209,החלוץ/ הר מירון, רחוב:יהודה המכבי  עיר: נהריה רציף:   קומה:  ,33.023611,35.105784,0,,9100
17684,50210,שדרות הנשיא בן צבי/הנגב, רחוב:שדרות הנשיא בן צבי 17 עיר: נהריה רציף:   קומה:  ,33.005629,35.105499,0,,9100
